"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>"
"SURVEY","2017","APR THRU JUN","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","23,000","","23,000","","","","2,400","","10","","7.5","","8.1","","26.6","","27.6","","0.9","","39.3","","3,900","","17",""
"SURVEY","2017","APR THRU JUN","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,500","","6,000","","","","390","","7","","0.7","","1.7","","22.6","","8.5","","6.4","","17.3","","870","","15",""
"SURVEY","2017","APR THRU JUN","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,100","","7,500","","","","900","","12","","1","","4.3","","4.5","","11.6","","4.9","","25.7","","590","","8",""
"SURVEY","2017","APR THRU JUN","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,100","","62,000","","","","2,600","","4","","0","","1.5","","1.6","","3.1","","0.7","","23.2","","8,000","","13",""
"SURVEY","2017","APR THRU JUN","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,100","","33,000","","","","910","","3","","4.1","","2","","4.3","","4.3","","14.8","","4.4","","1,400","","4",""
"SURVEY","2017","APR THRU JUN","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,400","","9,500","","","","190","","2","","0.8","","2.1","","0.3","","6.9","","1.1","","3.3","","930","","10",""
"SURVEY","2017","APR THRU JUN","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","8,000","","","","140","","2","","12.9","","0.4","","11","","12.5","","1.6","","14.8","","490","","6",""
"SURVEY","2017","APR THRU JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","20,000","","100,000","","","","7,500","","8","","0.2","","0.9","","2.1","","7.2","","0.5","","19.1","","13,500","","14",""
"SURVEY","2017","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","19,000","","128,000","","","","12,000","","9","","2.3","","6.6","","12.8","","4.7","","2.2","","20.5","","8,500","","7",""
"SURVEY","2017","APR THRU JUN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","89,000","","","","3,800","","4","","0","","3.7","","1.7","","0.9","","0.8","","14","","26,000","","29",""
"SURVEY","2017","APR THRU JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,800","","7,000","","","","270","","4","","3","","5.1","","1","","8.9","","1.9","","13.4","","1,000","","14",""
"SURVEY","2017","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","18,000","","135,000","","","","3,700","","3","","4.2","","4.4","","3.5","","4","","0.6","","20","","18,000","","13",""
"SURVEY","2017","APR THRU JUN","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,000","","43,000","","","","1,500","","3","","1","","16","","37.6","","38.4","","0.8","","50.1","","27,000","","63",""
"SURVEY","2017","APR THRU JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,900","","21,000","","","","430","","2","","2.3","","0.3","","1.9","","5.6","","0.8","","21.4","","660","","3",""
"SURVEY","2017","APR THRU JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,300","","7,500","","","","1,800","","24","","72.9","","35.6","","0","","0.6","","0.6","","88.4","","3,900","","52",""
"SURVEY","2017","APR THRU JUN","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","16,500","","43,000","","","","1,300","","3","","2.1","","8.9","","2","","2.1","","0.1","","22.2","","7,500","","17",""
"SURVEY","2017","APR THRU JUN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,000","","25,000","","","","3,000","","12","","2.3","","5.1","","0.8","","5.5","","1.5","","23.4","","2,700","","11",""
"SURVEY","2017","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","31,000","","450,000","","","","16,000","","4","","3.2","","3.2","","5.3","","4","","1","","29.3","","41,000","","9",""
"SURVEY","2017","APR THRU JUN","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,000","","15,000","","","","1,100","","7","","6.2","","16.6","","10.4","","6.4","","3","","45.5","","2,500","","17",""
"SURVEY","2017","APR THRU JUN","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,700","","17,000","","","","200","","1","","11.2","","7.7","","0.5","","2.3","","0.3","","23.6","","1,200","","7",""
"SURVEY","2017","APR THRU JUN","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","15,500","","92,000","","","","5,000","","5","","8.8","","15.8","","3.5","","10.6","","11.3","","37.2","","22,000","","24",""
"SURVEY","2017","APR THRU JUN","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","870","","7,160","","","","160","","2","","0.3","","3.9","","0","","0.4","","0.6","","6.7","","940","","13",""
"SURVEY","2017","APR THRU JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,500","","17,500","","","","540","","3","","0.7","","2.4","","1.5","","1","","1.5","","13.5","","2,300","","13",""
"SURVEY","2017","APR THRU JUN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,000","","20,000","","","","870","","4","","15.1","","4.1","","18.5","","21.7","","0.4","","24.3","","3,700","","19",""
"SURVEY","2017","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10,000","","168,000","","","","13,000","","8","","1","","5","","6.4","","1.4","","3.6","","8.7","","23,000","","14",""
"SURVEY","2017","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,600","","9,000","","","","1,300","","14","","1","","10.6","","3.1","","25.5","","3.9","","53.4","","1,500","","17",""
"SURVEY","2017","APR THRU JUN","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","43,000","","350,000","","","","28,000","","8","","1.5","","2.8","","12.4","","16.8","","1.4","","28.7","","148,000","","42",""
"SURVEY","2017","APR THRU JUN","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","12,500","","31,000","","","","2,700","","9","","0.3","","12.6","","0.1","","1.3","","0","","36.7","","10,000","","32",""
"SURVEY","2017","APR THRU JUN","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","390","","8,000","","","","170","","2","","0.3","","0.2","","0","","0.3","","0.5","","3.3","","190","","2",""
"SURVEY","2017","APR THRU JUN","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,100","","9,500","","","","1,000","","11","","0.9","","1.8","","5","","18","","4.8","","18.7","","1,100","","12",""
"SURVEY","2017","APR THRU JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","30,000","","111,000","","","","7,000","","6","","4.2","","3.6","","7.5","","5","","0.4","","21.3","","20,000","","18",""
"SURVEY","2017","APR THRU JUN","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,100","","7,500","","","","370","","5","","1.8","","3.7","","0.4","","1.6","","1.6","","11.6","","2,500","","33",""
"SURVEY","2017","APR THRU JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","13,000","","65,000","","","","4,000","","6","","1.7","","3.2","","2.2","","1.7","","0.3","","13.8","","6,500","","10",""
"SURVEY","2017","APR THRU JUN","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","30,000","","","","1,300","","4","","12.6","","5.7","","2.8","","3.5","","1.9","","34.1","","3,500","","12",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","8,500","","","","","","13,500","","34","","","","","","","","","","","","","","4,200","","11",""
"SURVEY","2017","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","478,240","","","","67,830","","398,650","","15","","7","","7.2","","8.9","","15.5","","7.4","","42.2","","241,210","","9",""
"SURVEY","2017","JAN THRU MAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","570","","7,000","","","","1,600","","23","","0.2","","6.7","","3.2","","9.8","","9.3","","19.9","","740","","11",""
"SURVEY","2017","JAN THRU MAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,900","","32,000","","","","6,000","","19","","3.8","","6.5","","1.7","","2","","2.1","","35.6","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","430","","20,000","","","","3,500","","18","","0.1","","3","","0.5","","14.6","","1","","31.5","","230","","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","137,000","","1,470,000","","","","195,000","","13","","7.5","","6.6","","9.2","","12.6","","6.3","","37.7","","93,000","","6",""
"SURVEY","2017","JAN THRU MAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","100","","21,000","","","","1,100","","5",""," (Z)","","2.6","","0.9",""," (Z)","","0.4","","17","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","100","","3,100","","","","380","","12","","0","","6.1","","0","","1.5","","5.6","","51.5","","110","","4",""
"SURVEY","2017","JAN THRU MAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","78,000","","265,000","","","","30,000","","11","","1.5","","6.2","","14.2","","14.8","","17.9","","37.6","","34,000","","13",""
"SURVEY","2017","JAN THRU MAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","25,000","","125,000","","","","14,000","","11","","0.2","","4.4","","2.6","","7","","1.8","","35.3","","21,000","","17",""
"SURVEY","2017","JAN THRU MAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","510","","13,000","","","","190","","1","","0.2","","0.1","","0","","2.1","","0.1","","1.2","","50",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,000","","99,000","","","","8,500","","9","","42.3","","1.7","","21.2","","42.3","","0.4","","74.2","","280",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,100","","11,000","","","","2,900","","26","","0.5","","9.9","","3.7","","13.1","","8","","21.2","","150","","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,700","","7,500","","","","1,900","","25","","5.2","","10.4","","4.1","","8","","7.1","","15.8","","70","","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","70","","15,500","","","","3,000","","19","","8.4","","11.9","","12","","8.3","","11.7","","33.6","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","930","","3,800","","","","1,000","","26","","0","","16.4","","3.6","","3","","14.3","","47.2","","380","","10",""
"SURVEY","2017","JAN THRU MAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","950","","7,000","","","","1,300","","19","","0.4","","16","","3.8","","11.5","","7.5","","31.9","","430","","6",""
"SURVEY","2017","JAN THRU MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","11,000","","47,000","","","","2,700","","6","","0.1","","4.3","","1.8","","9.6","","1.8","","25.8","","1,900","","4",""
"SURVEY","2017","JAN THRU MAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","100","","3,100","","","","1,000","","32","","30.5","","26.3","","8.1","","20.9","","0","","23.9","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","770","","9,000","","","","2,100","","23","","1","","11.9","","1","","3.3","","4.3","","11.3","","260","","3",""
"SURVEY","2017","JAN THRU MAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","120","","3,300","","","","1,500","","45","","3","","10.5","","4.5","","5.6","","5.6","","32.5","","110","","3",""
"SURVEY","2017","JAN THRU MAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","600","","59,000","","","","5,000","","8","","0","","1.1","","1.9","","0.3","","3.9","","7.9","","130",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,300","","41,000","","","","3,500","","9","","0.1","","9","","0.9","","0.4","","5.8","","2.1","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","23,000","","68,000","","","","2,600","","4",""," (Z)","","0.5","","0.1","","35.3","","1.4","","41.7","","7,000","","10",""
"SURVEY","2017","JAN THRU MAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","400","","7,500","","","","1,200","","16","","0.5","","5.4","","2.7","","15.4","","5.2","","16.6","","10",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,100","","46,000","","","","470","","1","","0","","6","","2.5","","15.1","","0.1","","34","","6,000","","13",""
"SURVEY","2017","JAN THRU MAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","120","","13,000","","","","750","","6","","0.4","","2.1","","0","","0.3","","1.2","","14.8","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10","","6,000","","","","490","","8","","0.3","","0.8","","0.1","","0.7","","0.6","","16.3","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,600","","5,500","","","","2,100","","38","","87.4","","2","","0","","0","","0","","93.9","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","520","","33,000","","","","6,000","","18","","9.8","","13.2","","4.4","","9.4","","10.8","","20.4","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,700","","23,000","","","","2,500","","11","","0.2","","7.2","","1.5","","17.4","","3.9","","34.7","","1,200","","5",""
"SURVEY","2017","JAN THRU MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,100","","123,000","","","","640","","1","","0","","0.2","","0","","0","","0.2","","0.8","","10",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,300","","17,500","","","","4,400","","25","","0.6","","5.2","","0.1","","11.6","","16.5","","25.8","","530","","3",""
"SURVEY","2017","JAN THRU MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,500","","26,000","","","","550","","2","","0","","0.5","","0.1","","1","","0.3","","11.9","","1,700","","7",""
"SURVEY","2017","JAN THRU MAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,500","","90,000","","","","8,000","","9","","10.1","","15.4","","9.1","","8.5","","8.5","","28.7","","1,400","","2",""
"SURVEY","2017","JAN THRU MAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","130","","6,490","","","","1,540","","24","","6.6","","1.8","","2.6","","0.8","","2.5","","3.4","","50","","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","810","","18,000","","","","4,000","","22","","0.8","","3.6","","2.9","","2.4","","7.2","","20.9","","390","","2",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,700","","17,500","","","","1,600","","9","","0.4","","2.7","","1.1","","5.3","","1.8","","12.6","","970","","6",""
"SURVEY","2017","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","48,000","","","","2,700","","6","","0","","0.2","","0","","0","","0.3","","2.9","","440","","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","8,500","","","","1,600","","19","","0.9","","8.1","","2.4","","12.6","","7","","28.6","","160","","2",""
"SURVEY","2017","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","130,000","","340,000","","","","49,000","","14","","2","","3.5","","5.1","","22.5","","3.6","","36.2","","68,000","","20",""
"SURVEY","2017","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,900","","19,000","","","","2,700","","14","","0.1","","2","","0","","0","","0.3","","38.7","","60",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","6,500","","","","440","","7","","2.1","","0.9","","0.2","","0.7","","2.2","","6","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,900","","8,000","","","","1,400","","18","","2.8","","7.4","","3.2","","12.8","","8.4","","21.4","","280","","4",""
"SURVEY","2017","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","8,500","","104,000","","","","9,000","","9","","0","","8","","0","","0.1","","4.4","","6.8","","0","","0",""
"SURVEY","2017","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","450","","8,000","","","","800","","10","","0.2","","11.9","","0","","1","","1.3","","15.8","","100","","1",""
"SURVEY","2017","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","450","","22,000","","","","4,400","","20","","1.1","","4","","2","","1.9","","10.5","","19","","70",""," (Z)",""
"SURVEY","2017","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,300","","17,000","","","","3,600","","21","","0.2","","0.6","","0","","0",""," (Z)","","0.2","","0","","0",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","INVENTORY OF BEE COLONIES","INVENTORY OF BEE COLONIES: (LESS THAN 5 COLONIES)","2,100","","","","","","6,000","","14","","","","","","","","","","","","","","2,200","","5",""
"SURVEY","2017","JUL THRU SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","284,370","","","","49,540","","394,810","","13","","4.8","","11.6","","10.9","","15","","4.9","","45.5","","449,550","","15",""
"SURVEY","2017","JUL THRU SEP","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","690","","9,500","","","","900","","9","","0","","7.5","","35.4","","22.1","","3.9","","69.5","","530","","6",""
"SURVEY","2017","JUL THRU SEP","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,000","","26,000","","","","4,100","","16","","0.5","","12.4","","1.1","","0.4","","6.3","","19.8","","3,200","","12",""
"SURVEY","2017","JUL THRU SEP","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,400","","29,000","","","","6,000","","21","","0","","9.3","","17","","9.1","","2.3","","61.4","","410","","1",""
"SURVEY","2017","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","73,000","","670,000","","","","67,000","","10","","5.6","","10.1","","13.4","","15.8","","3.6","","42.3","","74,000","","11",""
